Geoname ID,Coordinates
11549809,"41.45166, 2.19289"
12450720,"37.25468, 79.90014"
3469422,"-21.13222, -41.67667"
2700791,"59.40316, 17.94479"
740303,"40.93826, 39.19006"
680806,"47.36667, 24.68333"
2756039,"52.29833, 5.62222"
3174107,"45.92199, 9.31974"
2953394,"52.33703, 9.37904"
2287346,"9.82723, -6.2167"
4010273,"19.06015, -104.25727"
3394621,"-5.56417, -42.60778"
2654634,"50.75717, -1.99406"
2978595,"43.28745, 5.46604"
13118087,"5.58602, 117.85083"
3471553,"-22.66806, -48.665"
11205201,"-24.57306, 26.03389"
194406,"-1.30342, 37.34813"
5123954,"42.90061, -78.67031"
2838459,"50.67416, 9.56102"
3175521,"45.84571, 8.84056"
5202855,"41.20536, -76.00492"
2947026,"48.91122, 12.68955"
711850,"49.06479, 23.85953"
2911300,"52.63333, 9.98333"
3399295,"-7.08806, -40.61639"
11488311,"11.0498, 77.11515"
1686066,"9.2142, 123.515"
4083846,"33.49094, -86.97027"
3020925,"48.52772, 2.01113"
3451270,"-20.0875, -43.78944"
3393966,"-5.34933, -42.82028"
6285791,"46.52899, 6.56261"
1861485,"33.01667, 133.0"
2290117,"7.12866, -4.89804"
689808,"48.48127, 34.24003"
5972360,"45.60009, -74.61595"
1465576,"13.11, 80.23333"
686507,"47.06667, 22.41667"
3447952,"-26.92417, -53.00306"
5772581,"40.41412, -111.75854"
724111,"48.61428, 20.99957"
2161376,"-26.53994, 151.8373"
2285711,"5.48849, -5.23249"
1277470,"22.48221, 80.37157"
5420885,"39.64499, -106.5942"
1787804,"34.32278, 105.13528"
2772827,"47.47572, 9.72941"
475463,"53.87897, 59.21651"
4985891,"42.52392, -83.22326"
8603580,"-15.59135, -47.8828"
1255493,"23.13812, 77.93404"
5742750,"44.63678, -124.05345"
2384574,"6.668, 19.80323"
5885280,"44.31681, -79.88295"
13526884,"38.88984, -76.93758"
13512412,"49.04144, -122.23988"
3116474,"41.46859, 2.28001"
8520810,"-5.27379, 141.22921"
8348789,"-27.91073, 153.37093"
580545,"43.24167, 45.18194"
2654725,"53.82468, -2.23415"
518337,"55.93972, 37.34417"
3522525,"26.05378, -97.95149"
840909,"45.23888, 39.80499"
2468349,"36.32045, 9.32424"
4011873,"23.67211, -100.18134"
2795699,"50.7673, 4.46835"
2412625,"13.37278, -16.60278"
3667323,"3.06694, -75.13778"
2617175,"56.49839, 10.46887"
2617176,"56.2375, 10.23778"
7848488,"6.73952, -7.02156"
3652315,"-0.92447, -80.45017"
2882161,"52.94212, 12.39704"
3452548,"-15.59472, -39.87667"
6317796,"-17.41528, -41.21528"
8418562,"29.52155, 105.76708"
3172890,"45.33119, 11.78634"
6138201,"48.65007, -72.44906"
6144054,"50.1436, -96.88452"
556275,"52.31976, 42.49154"
683547,"44.96667, 26.08333"
3460686,"-14.42278, -39.565"
583368,"44.22722, 43.34528"
2817733,"49.83278, 9.88167"
3666193,"5.96278, -75.73806"
1691929,"15.44485, 120.86256"
3449316,"-27.0775, -53.00389"
3530046,"16.47347, -98.41389"
13494672,"8.96045, 77.28002"
732704,"43.46667, 23.93333"
3449088,"-20.92416, -42.83462"
520041,"57.5593, 49.93332"
1277770,"24.72768, 81.40975"
2466034,"35.95667, 10.47306"
3995146,"19.65427, -101.91699"
13494673,"10.48113, 77.36213"
1519932,"53.36799, 62.86839"
3527149,"20.17735, -90.13357"
3489411,"17.98559, -76.76714"
6317304,"-26.23861, -50.79972"
2746975,"51.91688, 4.43539"
3130124,"43.05, -3.0"
2637221,"51.5202, -0.07436"
180165,"-0.54061, 34.16891"
3700017,"8.78046, -82.63896"
7330988,"33.18559, 104.8839"
3166227,"45.77908, 12.25628"
1266484,"27.81889, 76.72972"
789091,"42.07906, 22.18167"
1259259,"10.9411, 78.91041"
10255720,"32.22326, 130.82155"
5127542,"40.85232, -73.85347"
2649963,"51.69815, 0.11055"
11488167,"11.15279, 77.01104"
2129080,"43.00583, 141.68972"
2524928,"37.81338, 13.3017"
2287150,"7.18256, -6.643"
13117901,"5.38907, 100.28177"
3398497,"-2.13306, -44.60111"
3388073,"-6.93434, -36.4022"
7260518,"33.9809, -81.14286"
155093,"-8.73333, 35.28333"
8349248,"-19.38932, 146.71912"
2350436,"7.29627, 8.48278"
4940134,"42.30204, -70.90782"
3901903,"-20.45967, -66.82503"
293203,"30.98822, 34.93176"
6317832,"-20.00056, -50.37222"
4253387,"38.86116, -90.09761"
712787,"50.36098, 31.32173"
702421,"51.22601, 24.03727"
674230,"45.24371, 28.13564"
1706474,"13.21697, 123.51924"
2805762,"50.03923, 12.00342"
3020980,"50.3008, 3.3927"
1856411,"36.75124, 138.24018"
3469311,"-16.61778, -48.96333"
8404743,"30.32441, 108.18212"
3175217,"41.21424, 9.40833"
12382231,"34.60869, 103.35292"
3450841,"-16.37472, -40.5375"
11462910,"10.63921, 76.01574"
3393792,"-8.915, -35.64667"
2653298,"52.45624, 0.05236"
1264569,"27.11807, 80.14058"
1681936,"13.8164, 123.3261"
2652672,"51.64926, -0.14823"
6226000,"-41.01827, 175.5302"
3450202,"-13.29222, -39.81889"
3446057,"-28.51069, -55.22726"
11683678,"11.2007, 78.16343"
2154544,"-33.98004, 151.07201"
1820328,"4.6, 114.28333"
2279491,"6.73322, -5.41117"
3687505,"5.34644, -74.49147"
6317577,"-17.97083, -50.33861"
3459708,"-15.90028, -40.17806"
11133426,"35.46437, 140.39178"
13156891,"27.91525, 95.76641"
2177052,"-33.85481, 151.1833"
3472441,"-14.13628, -47.52166"
3112075,"42.99959, -4.13801"
13590570,"38.50786, 27.0734"
823814,"40.09659, 44.4646"
3390220,"-8.84556, -38.76667"
11593510,"63.00027, 23.81586"
3183365,"41.73187, 13.3412"
13156741,"11.61797, 92.72442"
3170075,"43.43296, 13.66165"
1277046,"25.68514, 78.37537"
4012421,"26.98542, -102.06386"
12358683,"34.35521, 104.89759"
4323900,"30.49437, -92.41763"
708953,"44.43364, 34.10297"
2473274,"35.46665, 11.03848"
3462487,"-20.64833, -50.36056"
2282033,"7.27472, -7.77944"
1496100,"54.36225, 81.88658"
3444982,"-18.82278, -42.70389"
12450983,"30.15108, 107.43452"
3448320,"-16.36861, -45.06944"
2156853,"-33.96897, 151.07231"
881345,"-17.31159, 31.57561"
1269657,"20.13777, 85.15243"
2784349,"51.30856, 4.8896"
3173833,"42.88031, 13.91326"
3403050,"-9.27861, -43.33"
13156892,"26.33264, 92.68352"
12718661,"32.15872, -6.35408"
158422,"-9.15, 33.8"
2948652,"49.5625, 8.70694"
2343057,"4.84262, 7.85252"
3665348,"-3.57972, -61.40417"
3471699,"-11.26222, -37.61972"
769539,"52.07655, 21.24962"
5034905,"45.02691, -93.08772"
12048386,"51.51606, -0.17299"
12749911,"47.49298, 19.08323"
3818957,"18.3, -98.60389"
1849442,"33.737, 136.01113"
3083145,"54.06147, 15.26475"
3471383,"-28.87222, -52.17528"
1850452,"35.37599, 133.36492"
4799622,"37.26984, -81.22232"
6943581,"-27.41894, 153.05818"
3397865,"-7.60333, -43.02556"
3988648,"20.42344, -100.7547"
4360713,"39.20511, -76.65275"
6316811,"-9.95806, -55.83222"
4522228,"39.22367, -84.44216"
1262452,"23.53631, 88.39425"
301453,"39.38319, 27.65612"
5951215,"51.10278, -113.94167"
3398195,"-1.42972, -47.91972"
13308678,"22.55496, 113.88865"
465726,"52.3904, 38.9261"
3472397,"-22.78028, -51.23111"
3449505,"-16.53389, -40.17583"
3449298,"-10.79139, -37.56778"
2519783,"38.59694, -0.67207"
12048032,"51.49292, -0.13179"
385189,"36.49093, 52.95056"
2803537,"49.01693, 13.23765"
2737737,"41.06989, -8.40091"
3457473,"-13.90944, -42.84944"
2519685,"38.70679, -0.98723"
477340,"58.68472, 50.02611"
3022969,"50.45701, 2.94725"
2890322,"49.28333, 7.23333"
2756686,"52.03343, 5.34571"
1261262,"28.87611, 77.5382"
3181096,"45.50159, 8.66245"
3667868,"0.69937, -75.25353"
10263040,"28.73675, 77.00516"
4589207,"34.27458, -81.61872"
3181680,"40.77296, 14.46185"
2789145,"50.96667, 3.53333"
671590,"44.55, 26.06667"
3448458,"-13.04778, -39.45556"
3446591,"-29.58528, -50.07083"
4173002,"29.21664, -82.05759"
2801438,"51.19661, 4.48543"
703142,"49.3801, 27.61889"
3590547,"14.945, -89.96967"
5886569,"51.13472, -114.20278"
1485487,"55.9618, 94.707"
3437495,"-25.46498, -57.04183"
3466320,"-17.09295, -42.54134"
9794295,"23.7283, 90.4518"
1683037,"6.615, 124.74889"
3448556,"-23.22167, -45.31"
3491465,"18.45038, -78.10142"
3685058,"6.32598, -75.76835"
2513893,"39.15127, -5.90841"
1261107,"14.14869, 75.57641"
3455406,"-12.52889, -41.55889"
3156804,"61.45217, 5.85717"
295339,"32.86196, 35.36365"
1501988,"53.986, 79.23999"
775890,"53.86467, 20.95692"
3105763,"42.8323, -1.60735"
3460759,"-14.89833, -39.42111"
3064807,"49.72342, 18.07853"
10214306,"21.24767, 78.90647"
1798858,"31.99823, 108.51737"
1942223,"31.93615, 108.51786"
7326325,"34.08026, 104.58402"
8539243,"-35.27826, 138.45802"
179796,"-0.01644, 36.20927"
5085618,"43.13397, -70.92645"
1276756,"21.27885, 82.8267"
5784580,"41.11828, -112.08411"
11184900,"20.78507, 72.98398"
2164025,"-37.74425, 142.02202"
11551053,"51.46291, -0.26844"
2129770,"43.45556, 142.46861"
3047819,"46.22961, 17.35788"
364071,"15.16028, 33.13972"
2634869,"51.59982, -1.1248"
11549808,"41.46119, 2.17494"
1077222,"-14.63333, 47.75"
3192279,"43.82222, 17.60917"
3461925,"-20.49861, -48.94472"
2871963,"50.9785, 6.86737"
2206359,"-39.59167, 174.28333"
1220920,"39.95943, 68.92421"
659184,"61.63913, 23.19531"
3855124,"-32.81048, -63.87213"
2149349,"-27.65, 153.15"
847435,"60.23265, 24.95373"
4884116,"42.15391, -88.13619"
496035,"56.03082, 35.50638"
618835,"49.3832, 24.13918"
3848164,"-24.70818, -60.59239"
1528606,"42.78611, 75.69167"
2653178,"51.61999, 0.07596"
4480378,"36.4993, -80.60729"
1854129,"36.73333, 139.86667"
3397678,"-5.46033, -38.46263"
12687394,"5.19401, -7.35304"
11683710,"11.21918, 78.18077"
708395,"48.05728, 37.3716"
1276093,"21.83732, 80.22706"
2938253,"48.69555, 9.31675"
3853788,"-23.89861, -61.85502"
2647191,"53.73962, -0.19655"
1797297,"30.68316, 108.02053"
2015701,"56.34543, 114.89428"
1264921,"21.53678, 71.36362"
496954,"54.42408, 53.7964"
8299699,"39.47174, -104.89482"
4033951,"-17.75, -149.55"
12156870,"43.73799, -79.56349"
12359273,"34.8558, 106.22065"
3181209,"45.6078, 11.5028"
6615507,"51.5073, -0.13982"
8402790,"31.16185, 75.2097"
3460955,"-18.56639, -41.23306"
1278921,"27.71222, 78.73788"
12954561,"-5.18438, -48.13997"
3182835,"45.50344, 8.94222"
1279385,"12.40279, 79.81699"
8184332,"31.19918, 34.83956"
606086,"67.13387, 20.65278"
3358416,"-26.49958, 17.1599"
4870915,"41.40805, -92.91631"
2882529,"49.41917, 11.88833"
13546373,"16.93592, 96.12686"
12688214,"7.60288, -6.14386"
12048389,"51.52356, -0.18079"
2128802,"40.96667, 141.37333"
3437846,"-23.88496, -56.47891"
2658786,"46.89611, 8.24531"
5018285,"45.33246, -93.74608"
11677743,"10.37941, 77.83026"
3447989,"-23.64056, -47.82472"
2638035,"51.18972, -2.54722"
2802156,"51.1176, 4.65835"
518585,"44.2626, 38.8585"
2652591,"51.79535, -2.61354"
3465770,"-21.09417, -46.20444"
13156893,"26.15955, 92.65857"
12523508,"25.57036, 94.29828"
4689871,"33.1579, -96.63166"
2983251,"45.43088, 4.3282"
2984775,"47.31667, 5.11667"
505597,"56.06034, 37.86266"
3457235,"-21.19417, -43.34139"
4987617,"44.25195, -85.40116"
13512934,"49.29678, -122.77035"
2758626,"52.11583, 6.52222"
1475852,"37.80333, 69.27722"
2525789,"37.60499, 15.12294"
2130531,"43.58444, 142.45972"
3465156,"-22.21194, -45.26417"
2016430,"42.86242, 131.38919"
371827,"10.557, 34.287"
843430,"60.19453, 24.95712"
5173256,"41.05256, -80.60785"
1272023,"8.20589, 77.31726"
2137690,"-20.91687, 167.26461"
3101968,"50.30179, 16.64231"
1505187,"51.69435, 94.57021"
3174367,"40.26233, 8.76733"
13156894,"25.51195, 92.73759"
3125800,"41.81751, 3.06742"
663863,"44.96667, 26.15"
1011881,"-28.0151, 30.05658"
3111185,"42.51924, -0.36607"
2944126,"52.58333, 13.0"
3467241,"-20.61528, -46.05"
672497,"47.28333, 24.4"
262462,"39.29472, 22.38472"
3400963,"-6.60375, -35.62702"
690509,"49.83597, 35.61223"
2961120,"52.16235, -7.15244"
3667780,"10.33347, -74.88016"
4927746,"40.79782, -85.82054"
2288310,"7.64026, -4.82541"
667437,"47.75, 23.28333"
5267785,"43.53915, -89.46262"
702147,"48.64694, 31.63231"
3980186,"21.80309, -100.93418"
3468336,"-11.09206, -40.43521"
3393062,"-4.09694, -39.23944"
3167513,"45.52089, 10.83618"
3447840,"-21.02806, -43.5825"
3119952,"41.95, 3.05"
3465629,"-27.73472, -52.99222"
704920,"48.15731, 23.13769"
2293278,"6.34136, -3.85433"
4945453,"42.11954, -71.32506"
6295500,"47.37767, 8.52854"
5149493,"40.54894, -84.57023"
5185029,"40.03371, -76.50441"
1639520,"-0.49306, 104.56306"
5313667,"34.86974, -111.76099"
3465474,"-26.90861, -52.70306"
578466,"52.27235, 46.41711"
707744,"50.86258, 32.39425"
6232236,"-36.8882, 174.74019"
4016599,"19.21145, -102.58827"
4167482,"29.64858, -81.63758"
11345687,"12.59203, 78.51163"
2659303,"47.31382, 7.92533"
3530598,"22.40187, -99.60468"
6316795,"-10.57278, -67.67556"
3444201,"-17.78333, -57.76667"
3398299,"-7.38972, -37.50917"
1165778,"33.51366, 73.75479"
5100062,"41.00176, -74.3671"
111904,"38.5234, 45.6377"
3172177,"44.84488, 10.72745"
2749683,"51.505, 5.31389"
1263760,"22.81461, 75.92585"
1259898,"9.73579, 77.78955"
3445824,"-20.95278, -49.17472"
3580571,"19.28439, -81.27053"
2847080,"48.15455, 9.47558"
1274822,"22.06734, 85.66463"
3580556,"19.27581, -81.27487"
2513949,"39.53333, -0.33333"
9972765,"-33.70156, 150.9179"
3174084,"46.16644, 12.70602"
2981296,"47.24693, -2.16647"
3038393,"50.63871, 2.39876"
4986020,"43.69808, -85.48366"
644499,"63.91667, 24.96667"
1257215,"19.77703, 72.7528"
6316941,"-9.90231, -58.56846"
131621,"36.68483, 51.34433"
2927339,"47.90748, 11.84266"
1267357,"8.94834, 77.77424"
3386489,"-1.04111, -47.9075"
2637861,"51.42619, 0.1036"
623581,"52.1299, 28.49625"
10846344,"12.78275, 74.89788"
4258273,"39.64449, -86.86473"
3669938,"1.28626, -77.46921"
5149007,"40.03118, -81.58846"
6534219,"45.3571, 10.95748"
2980313,"42.7131, 2.84152"
1486984,"59.9378, 60.081"
1262134,"24.78686, 81.77868"
5001634,"42.28254, -83.1752"
2281653,"6.82764, -5.73008"
2279407,"6.50061, -6.42126"
2870194,"48.88741, 9.12694"
1808163,"33.75056, 105.89083"
1267974,"22.57659, 76.5596"
2835680,"51.49329, 7.54417"
5100477,"40.92427, -74.30209"
3453415,"-27.32889, -53.05861"
2657282,"54.85749, -1.73827"
1254442,"25.61739, 80.52718"
3445731,"-23.1975, -50.79639"
13353475,"10.30418, 76.21894"
12440488,"43.93846, 81.26144"
1261675,"33.15712, 74.24012"
12687740,"5.52314, -5.51411"
6991400,"24.83679, 78.86654"
693062,"45.34267, 34.92463"
3169262,"45.03268, 7.52042"
3075766,"49.76213, 15.90756"
3029522,"48.69981, 2.17064"
5915148,"45.5668, -75.78265"
1276399,"13.00846, 78.32824"
3028580,"44.04963, 2.1581"
1262650,"30.78005, 74.88106"
1258190,"18.55363, 72.92559"
8858157,"19.37222, -98.93889"
1252460,"26.86395, 90.26745"
3119779,"42.12562, 3.13261"
1734914,"2.81667, 103.48333"
3874815,"-30.83448, -71.2586"
2661349,"47.16743, 9.47794"
3451017,"-29.28417, -51.8675"
1276463,"27.29293, 80.44364"
1120711,"34.34264, 61.74675"
3463326,"-16.58194, -50.305"
682958,"44.81667, 25.05"
1263646,"19.7244, 72.90966"
5143830,"41.20954, -73.98542"
2205984,"-34.01242, 151.09718"
12048212,"51.61512, 0.02668"
12688215,"7.43926, -6.71813"
1521293,"42.94197, 72.76098"
2484738,"34.69292, 5.68092"
2905527,"49.50917, 8.17917"
731670,"42.16667, 26.56667"
902344,"-15.83244, 27.77994"
577560,"53.20851, 34.66405"
1270192,"22.79378, 75.73928"
3058496,"48.93479, 18.14632"
2280258,"4.71577, -7.17566"
618387,"46.624, 29.906"
710565,"50.13041, 25.25181"
1277875,"22.9773, 83.65705"
1275753,"22.45047, 80.70236"
3117862,"43.61517, -5.79344"
3532856,"15.87257, -92.72469"
310083,"37.47789, 37.68225"
6294547,"47.34579, 8.71839"
704379,"48.01865, 25.56004"
3110144,"41.5, 2.35"
1076227,"-18.95443, 49.1094"
5100830,"40.54094, -74.58766"
3461610,"-14.25944, -42.25694"
3063652,"50.07648, 14.6595"
13353476,"12.09997, 75.27616"
1277247,"22.24834, 84.81044"
3621224,"9.90692, -83.98789"
2027487,"49.42449, 130.08426"
3130567,"40.06667, -0.2"
4554687,"35.52256, -97.61893"
2166584,"-37.79839, 144.97833"
2284260,"9.70654, -5.16887"
6318126,"-12.94167, -51.82417"
5111405,"42.87423, -77.28804"
2165025,"-27.61046, 152.89896"
3454424,"-15.60667, -44.39139"
2875799,"50.62181, 12.73147"
4160795,"25.08652, -80.44728"
2519354,"39.55083, 2.69468"
2032051,"46.13333, 108.65"
545405,"55.40776, 38.66261"
3395689,"-7.70611, -38.15444"
5175072,"41.42199, -82.36461"
13580737,"43.43556, -80.4281"
2032050,"46.36111, 108.36111"
2656287,"53.91711, -2.18705"
12688216,"7.12097, -6.76377"
5587385,"42.53574, -113.79279"
6534258,"44.94624, 7.77303"
3461642,"-21.89, -49.02472"
12719579,"22.33376, 114.15506"
3361142,"-29.66434, 17.8865"
3180177,"44.98981, 10.42055"
2658950,"47.14283, 8.4314"
1284120,"17.15188, 96.31343"
2745953,"51.89, 6.37778"
2516455,"37.28771, -3.88109"
13580777,"43.39437, -80.35936"
3449765,"-12.77194, -39.52333"
3448237,"-21.71056, -46.82083"
2279242,"5.89548, -6.65079"
2244497,"15.96667, -13.6"
12022703,"49.28977, -123.1232"
3985912,"20.81673, -105.19187"
768805,"50.2441, 21.7761"
6204696,"-45.03023, 168.66271"
6162659,"47.49376, -79.71529"
8441148,"-12.06597, -43.54934"
1693270,"9.65814, 125.60153"
3402442,"-4.64778, -40.20139"
1466005,"13.14294, 80.19175"
2247341,"15.94052, -13.35138"
3463394,"-20.72556, -42.27889"
683294,"45.16667, 23.4"
3466688,"-25.20306, -53.15667"
1262891,"21.63941, 78.73638"
10883452,"24.02111, 85.35062"
1538376,"43.95583, 81.66222"
11185845,"8.28899, 73.0617"
8312044,"40.61199, 141.33496"
13580314,"43.70727, 7.25911"
3929051,"-14.18469, -75.71124"
1261968,"27.71102, 77.38653"
1258484,"27.17733, 88.53358"
2206007,"-33.96288, 151.05161"
1508811,"52.41986, 60.33684"
662600,"46.16628, 21.40102"
11556854,"11.44012, 77.80894"
9972778,"-33.76604, 151.16213"
3453015,"-23.17583, -48.125"
3207806,"50.3851, 7.4989"
2918612,"47.73511, 8.77687"
2636445,"50.60827, -1.95664"
3458261,"-12.13611, -40.36"
3673275,"1.72362, -76.13403"
11919763,"43.28086, 5.406"
3566235,"22.64515, -79.8951"
699777,"49.7199, 35.86964"
3074281,"50.22937, 17.20464"
2812225,"51.16667, 13.56667"
3503735,"18.5, -69.93333"
1268177,"23.67209, 76.17084"
3463258,"-23.61097, -52.08174"
2642557,"51.28567, -2.48591"
3185638,"41.47833, 19.71778"
2885540,"48.84303, 9.36258"
3074286,"49.96814, 14.5135"
3469587,"-23.10222, -48.25778"
7006025,"29.03109, 109.09221"
2634137,"55.86667, -3.68333"
2784231,"51.10572, 4.08573"
2340323,"13.44226, 5.67234"
1500125,"55.15821, 72.6932"
12749845,"47.43031, 19.06842"
3979706,"28.4932, -100.9223"
4019790,"20.42238, -103.59098"
3559235,"22.4468, -80.09711"
3460862,"-17.40194, -41.66861"
3983630,"19.95579, -102.43534"
8398263,"31.0449, 109.92485"
3024865,"47.01678, 3.14037"
3837857,"-31.72864, -61.09192"
13353477,"9.17722, 76.48555"
3137405,"68.69569, 15.40498"
5220248,"40.32954, -75.96521"
2283657,"6.75052, -4.16133"
5168063,"41.55283, -81.51012"
3859974,"-26.95135, -60.97036"
3059448,"47.92294, 17.98467"
2317899,"7.50671, 9.6104"
1257857,"34.26055, 74.66418"
12687406,"5.13289, -6.72693"
2875509,"51.85245, 13.70735"
700700,"47.89012, 38.06381"
2657863,"51.70573, -0.41757"
13527192,"-24.79013, 31.13034"
3172617,"46.1372, 9.57415"
2270084,"39.02362, -8.97692"
8348322,"-27.55448, 153.10107"
490323,"53.23088, 41.36562"
5551665,"32.75589, -111.67096"
6076967,"51.08194, -113.92917"
8032190,"5.29605, -3.37752"
13157090,"20.2697, 72.87884"
6295491,"47.4063, 8.57242"
8418554,"29.55913, 105.61695"
11463928,"10.20989, 76.25508"
3179749,"45.55175, 8.77562"
8858156,"23.15028, -109.70611"
488713,"45.38315, 38.44304"
2018436,"51.92619, 108.06035"
3447939,"-10.94111, -40.41889"
1875054,"39.6875, 125.08278"
526749,"43.09972, 44.63164"
1142239,"36.57288, 69.85783"
877925,"-10.10526, 39.61859"
11549786,"41.36978, 2.14486"
8348442,"-27.26733, 153.01053"
3472585,"-27.70028, -49.33361"
13156757,"14.14424, 77.81685"
11073472,"-31.82711, 115.83843"
2743913,"51.65, 3.91944"
5126787,"40.88427, -72.93733"
2263327,"38.87376, -9.39842"
679518,"47.46667, 26.88333"
3450061,"-19.44944, -43.1125"
1270467,"22.60112, 86.13844"
2524371,"38.23868, 16.25957"
3854331,"-32.42785, -63.7335"
4504598,"39.34039, -74.47737"
3109966,"43.03306, -8.80925"
3209498,"46.19843, 6.18642"
2890420,"52.94236, 9.31811"
2426904,"8.5135, 16.00682"
1731685,"16.15611, 119.98111"
1218110,"37.80344, 62.02294"
5157262,"40.02284, -82.4446"
2802289,"51.14598, 4.08859"
706757,"48.69075, 38.07432"
2374311,"12.27444, -16.16528"
4723422,"28.02077, -97.05601"
1851154,"35.49003, 135.54983"
3931223,"-14.7, -74.13333"
3177144,"45.49889, 12.28333"
13353478,"10.25353, 76.18568"
2209662,"26.13386, 14.7372"
2286675,"6.54246, -5.25925"
1260786,"10.10501, 78.11336"
4910634,"41.48837, -87.56754"
6316999,"-19.97667, -47.77111"
13589224,"52.16686, -106.56717"
2168807,"-37.9827, 145.1342"
